Index,Notes (scalar),Notes (radial),PC Set,Prime Form,Forte class,Accidents,1,2,3,4,5,6
12221,Cb Db En F# G# A# Bn,Db Cb Bn En F# G# A#,B1468AB,023579,6-33,"(0, 0, 1, 2, 2, 2, 1)",1,4,3,2,4,1
12222,Cb Db En F# G# A# B#,Db Cb B# En F# G# A#,B1468A0,0123579,7-24,"(0, 0, 1, 2, 2, 2, 2)",3,5,3,4,4,2
20000,Cb Db E# Fb Gb Ab Bb,Db Cb Bb E# Fb Gb Ab,B15468A,0124679,7-29,"(0, 0, 2, 0, 0, 0, 0)",3,4,4,3,5,2
20001,Cb Db E# Fb Gb Ab Bn,Db Cb Bn E# Fb Gb Ab,B15468B,012479,6-47,"(0, 0, 2, 0, 0, 0, 1)",2,3,3,2,4,1
20002,Cb Db E# Fb Gb Ab B#,Db Cb B# E# Fb Gb Ab,B154680,0125679,7-20,"(0, 0, 2, 0, 0, 0, 2)",4,3,3,4,5,2
20010,Cb Db E# Fb Gb An Bb,Db Cb Bb E# Fb Gb An,B15469A,0125679,7-20,"(0, 0, 2, 0, 0, 1, 0)",4,3,3,4,5,2
20011,Cb Db E# Fb Gb An Bn,Db Cb Bn E# Fb Gb An,B15469B,012579,6-48,"(0, 0, 2, 0, 0, 1, 1)",2,3,2,3,4,1
20012,Cb Db E# Fb Gb An B#,Db Cb B# E# Fb Gb An,B154690,0125679,7-20,"(0, 0, 2, 0, 0, 1, 2)",4,3,3,4,5,2
20020,Cb Db E# Fb Gb A# Bb,Db Cb Bb E# Fb Gb A#,B1546AA,012578,6-18,"(0, 0, 2, 0, 0, 2, 0)",3,2,2,2,4,2
20021,Cb Db E# Fb Gb A# Bn,Db Cb Bn E# Fb Gb A#,B1546AB,012578,6-18,"(0, 0, 2, 0, 0, 2, 1)",3,2,2,2,4,2
20022,Cb Db E# Fb Gb A# B#,Db Cb B# E# Fb Gb A#,B1546A0,0123678,7-7,"(0, 0, 2, 0, 0, 2, 2)",5,3,2,3,5,3
20100,Cb Db E# Fb Gn Ab Bb,Db Cb Bb E# Fb Gn Ab,B15478A,0134679,7-31,"(0, 0, 2, 0, 1, 0, 0)",3,3,6,3,3,3
20101,Cb Db E# Fb Gn Ab Bn,Db Cb Bn E# Fb Gn Ab,B15478B,013479,6-49,"(0, 0, 2, 0, 1, 0, 1)",2,2,4,3,2,2
20102,Cb Db E# Fb Gn Ab B#,Db Cb B# E# Fb Gn Ab,B154780,0125689,7-22,"(0, 0, 2, 0, 1, 0, 2)",4,2,4,5,4,2
20110,Cb Db E# Fb Gn An Bb,Db Cb Bb E# Fb Gn An,B15479A,0135679,7-28,"(0, 0, 2, 0, 1, 1, 0)",3,4,4,4,3,3
20111,Cb Db E# Fb Gn An Bn,Db Cb Bn E# Fb Gn An,B15479B,013579,6-34,"(0, 0, 2, 0, 1, 1, 1)",1,4,2,4,2,2
20112,Cb Db E# Fb Gn An B#,Db Cb B# E# Fb Gn An,B154790,0124689,7-30,"(0, 0, 2, 0, 1, 1, 2)",3,4,3,5,4,2
20120,Cb Db E# Fb Gn A# Bb,Db Cb Bb E# Fb Gn A#,B1547AA,013679,6-30,"(0, 0, 2, 0, 1, 2, 0)",2,2,4,2,2,3
20121,Cb Db E# Fb Gn A# Bn,Db Cb Bn E# Fb Gn A#,B1547AB,013679,6-30,"(0, 0, 2, 0, 1, 2, 1)",2,2,4,2,2,3
20122,Cb Db E# Fb Gn A# B#,Db Cb B# E# Fb Gn A#,B1547A0,0123679,7-19,"(0, 0, 2, 0, 1, 2, 2)",4,3,4,3,4,3
20200,Cb Db E# Fb G# Ab Bb,Db Cb Bb E# Fb G# Ab,B15488A,014679,6-50,"(0, 0, 2, 0, 2, 0, 0)",2,2,4,2,3,2
20201,Cb Db E# Fb G# Ab Bn,Db Cb Bn E# Fb G# Ab,B15488B,01469,5-32,"(0, 0, 2, 0, 2, 0, 1)",1,1,3,2,2,1
20202,Cb Db E# Fb G# Ab B#,Db Cb B# E# Fb G# Ab,B154880,012569,6-44,"(0, 0, 2, 0, 2, 0, 2)",3,1,3,4,3,1
20210,Cb Db E# Fb G# An Bb,Db Cb Bb E# Fb G# An,B15489A,0123589,7-18,"(0, 0, 2, 0, 2, 1, 0)",4,3,4,4,4,2
20211,Cb Db E# Fb G# An Bn,Db Cb Bn E# Fb G# An,B15489B,014579,6-31,"(0, 0, 2, 0, 2, 1, 1)",2,2,3,4,3,1
20212,Cb Db E# Fb G# An B#,Db Cb B# E# Fb G# An,B154890,0124589,7-21,"(0, 0, 2, 0, 2, 1, 2)",4,2,4,6,4,1
20220,Cb Db E# Fb G# A# Bb,Db Cb Bb E# Fb G# A#,B1548AA,014679,6-50,"(0, 0, 2, 0, 2, 2, 0)",2,2,4,2,3,2
20221,Cb Db E# Fb G# A# Bn,Db Cb Bn E# Fb G# A#,B1548AB,014679,6-50,"(0, 0, 2, 0, 2, 2, 1)",2,2,4,2,3,2
20222,Cb Db E# Fb G# A# B#,Db Cb B# E# Fb G# A#,B1548A0,0123589,7-18,"(0, 0, 2, 0, 2, 2, 2)",4,3,4,4,4,2
21000,Cb Db E# Fn Gb Ab Bb,Db Cb Bb E# Fn Gb Ab,B15568A,013568,6-25,"(0, 0, 2, 1, 0, 0, 0)",2,3,3,2,4,1
21001,Cb Db E# Fn Gb Ab Bn,Db Cb Bn E# Fn Gb Ab,B15568B,01368,5-29,"(0, 0, 2, 1, 0, 0, 1)",1,2,2,1,3,1
21002,Cb Db E# Fn Gb Ab B#,Db Cb B# E# Fn Gb Ab,B155680,012578,6-18,"(0, 0, 2, 1, 0, 0, 2)",3,2,2,2,4,2
21010,Cb Db E# Fn Gb An Bb,Db Cb Bb E# Fn Gb An,B15569A,014568,6-16,"(0, 0, 2, 1, 0, 1, 0)",3,2,2,4,3,1
21011,Cb Db E# Fn Gb An Bn,Db Cb Bn E# Fn Gb An,B15569B,01468,5-30,"(0, 0, 2, 1, 0, 1, 1)",1,2,1,3,2,1
21012,Cb Db E# Fn Gb An B#,Db Cb B# E# Fn Gb An,B155690,012478,6-17,"(0, 0, 2, 1, 0, 1, 2)",3,2,2,3,3,2
21020,Cb Db E# Fn Gb A# Bb,Db Cb Bb E# Fn Gb A#,B1556AA,01568,5-20,"(0, 0, 2, 1, 0, 2, 0)",2,1,1,2,3,1
21021,Cb Db E# Fn Gb A# Bn,Db Cb Bn E# Fn Gb A#,B1556AB,01568,5-20,"(0, 0, 2, 1, 0, 2, 1)",2,1,1,2,3,1
21022,Cb Db E# Fn Gb A# B#,Db Cb B# E# Fn Gb A#,B1556A0,012378,6-38,"(0, 0, 2, 1, 0, 2, 2)",4,2,1,2,4,2
21100,Cb Db E# Fn Gn Ab Bb,Db Cb Bb E# Fn Gn Ab,B15578A,023568,6-23,"(0, 0, 2, 1, 1, 0, 0)",2,3,4,2,2,2
21101,Cb Db E# Fn Gn Ab Bn,Db Cb Bn E# Fn Gn Ab,B15578B,02368,5-28,"(0, 0, 2, 1, 1, 0, 1)",1,2,2,2,1,2
21102,Cb Db E# Fn Gn Ab B#,Db Cb B# E# Fn Gn Ab,B155780,012568,6-43,"(0, 0, 2, 1, 1, 0, 2)",3,2,2,3,3,2
21110,Cb Db E# Fn Gn An Bb,Db Cb Bb E# Fn Gn An,B15579A,023468,6-21,"(0, 0, 2, 1, 1, 1, 0)",2,4,2,4,1,2
21111,Cb Db E# Fn Gn An Bn,Db Cb Bn E# Fn Gn An,B15579B,02468,5-33,"(0, 0, 2, 1, 1, 1, 1)",0,4,0,4,0,2
21112,Cb Db E# Fn Gn An B#,Db Cb B# E# Fn Gn An,B155790,012468,6-22,"(0, 0, 2, 1, 1, 1, 2)",2,4,1,4,2,2
21120,Cb Db E# Fn Gn A# Bb,Db Cb Bb E# Fn Gn A#,B1557AA,02368,5-28,"(0, 0, 2, 1, 1, 2, 0)",1,2,2,2,1,2
21121,Cb Db E# Fn Gn A# Bn,Db Cb Bn E# Fn Gn A#,B1557AB,02368,5-28,"(0, 0, 2, 1, 1, 2, 1)",1,2,2,2,1,2
21122,Cb Db E# Fn Gn A# B#,Db Cb B# E# Fn Gn A#,B1557A0,012368,6-41,"(0, 0, 2, 1, 1, 2, 2)",3,3,2,2,3,2
21200,Cb Db E# Fn G# Ab Bb,Db Cb Bb E# Fn G# Ab,B15588A,02358,5-25,"(0, 0, 2, 1, 2, 0, 0)",1,2,3,1,2,1
21201,Cb Db E# Fn G# Ab Bn,Db Cb Bn E# Fn G# Ab,B15588B,0258,4-27,"(0, 0, 2, 1, 2, 0, 1)",0,1,2,1,1,1
21202,Cb Db E# Fn G# Ab B#,Db Cb B# E# Fn G# Ab,B155880,01258,5-38,"(0, 0, 2, 1, 2, 0, 2)",2,1,2,2,2,1
21210,Cb Db E# Fn G# An Bb,Db Cb Bb E# Fn G# An,B15589A,023458,6-39,"(0, 0, 2, 1, 2, 1, 0)",3,3,3,3,2,1
21211,Cb Db E# Fn G# An Bn,Db Cb Bn E# Fn G# An,B15589B,02458,5-26,"(0, 0, 2, 1, 2, 1, 1)",1,2,2,3,1,1
21212,Cb Db E# Fn G# An B#,Db Cb B# E# Fn G# An,B155890,012458,6-15,"(0, 0, 2, 1, 2, 1, 2)",3,2,3,4,2,1
21220,Cb Db E# Fn G# A# Bb,Db Cb Bb E# Fn G# A#,B1558AA,02358,5-25,"(0, 0, 2, 1, 2, 2, 0)",1,2,3,1,2,1
21221,Cb Db E# Fn G# A# Bn,Db Cb Bn E# Fn G# A#,B1558AB,02358,5-25,"(0, 0, 2, 1, 2, 2, 1)",1,2,3,1,2,1
21222,Cb Db E# Fn G# A# B#,Db Cb B# E# Fn G# A#,B1558A0,012358,6-40,"(0, 0, 2, 1, 2, 2, 2)",3,3,3,2,3,1
22000,Cb Db E# F# Gb Ab Bb,Db Cb Bb E# F# Gb Ab,B15668A,013568,6-25,"(0, 0, 2, 2, 0, 0, 0)",2,3,3,2,4,1
22001,Cb Db E# F# Gb Ab Bn,Db Cb Bn E# F# Gb Ab,B15668B,01368,5-29,"(0, 0, 2, 2, 0, 0, 1)",1,2,2,1,3,1
22002,Cb Db E# F# Gb Ab B#,Db Cb B# E# F# Gb Ab,B156680,012578,6-18,"(0, 0, 2, 2, 0, 0, 2)",3,2,2,2,4,2
22010,Cb Db E# F# Gb An Bb,Db Cb Bb E# F# Gb An,B15669A,014568,6-16,"(0, 0, 2, 2, 0, 1, 0)",3,2,2,4,3,1
22011,Cb Db E# F# Gb An Bn,Db Cb Bn E# F# Gb An,B15669B,01468,5-30,"(0, 0, 2, 2, 0, 1, 1)",1,2,1,3,2,1
22012,Cb Db E# F# Gb An B#,Db Cb B# E# F# Gb An,B156690,012478,6-17,"(0, 0, 2, 2, 0, 1, 2)",3,2,2,3,3,2
22020,Cb Db E# F# Gb A# Bb,Db Cb Bb E# F# Gb A#,B1566AA,01568,5-20,"(0, 0, 2, 2, 0, 2, 0)",2,1,1,2,3,1
22021,Cb Db E# F# Gb A# Bn,Db Cb Bn E# F# Gb A#,B1566AB,01568,5-20,"(0, 0, 2, 2, 0, 2, 1)",2,1,1,2,3,1
22022,Cb Db E# F# Gb A# B#,Db Cb B# E# F# Gb A#,B1566A0,012378,6-38,"(0, 0, 2, 2, 0, 2, 2)",4,2,1,2,4,2
22100,Cb Db E# F# Gn Ab Bb,Db Cb Bb E# F# Gn Ab,B15678A,0123568,7-36,"(0, 0, 2, 2, 1, 0, 0)",4,4,4,3,4,2
22101,Cb Db E# F# Gn Ab Bn,Db Cb Bn E# F# Gn Ab,B15678B,012368,6-41,"(0, 0, 2, 2, 1, 0, 1)",3,3,2,2,3,2
22102,Cb Db E# F# Gn Ab B#,Db Cb B# E# F# Gn Ab,B156780,0123678,7-7,"(0, 0, 2, 2, 1, 0, 2)",5,3,2,3,5,3
22110,Cb Db E# F# Gn An Bb,Db Cb Bb E# F# Gn An,B15679A,0124568,7-13,"(0, 0, 2, 2, 1, 1, 0)",4,4,3,5,3,2
22111,Cb Db E# F# Gn An Bn,Db Cb Bn E# F# Gn An,B15679B,012468,6-22,"(0, 0, 2, 2, 1, 1, 1)",2,4,1,4,2,2
22112,Cb Db E# F# Gn An B#,Db Cb B# E# F# Gn An,B156790,0124678,7-15,"(0, 0, 2, 2, 1, 1, 2)",4,4,2,4,4,3
22120,Cb Db E# F# Gn A# Bb,Db Cb Bb E# F# Gn A#,B1567AA,012568,6-43,"(0, 0, 2, 2, 1, 2, 0)",3,2,2,3,3,2
22121,Cb Db E# F# Gn A# Bn,Db Cb Bn E# F# Gn A#,B1567AB,012568,6-43,"(0, 0, 2, 2, 1, 2, 1)",3,2,2,3,3,2
22122,Cb Db E# F# Gn A# B#,Db Cb B# E# F# Gn A#,B1567A0,0123678,7-7,"(0, 0, 2, 2, 1, 2, 2)",5,3,2,3,5,3
22200,Cb Db E# F# G# Ab Bb,Db Cb Bb E# F# G# Ab,B15688A,013568,6-25,"(0, 0, 2, 2, 2, 0, 0)",2,3,3,2,4,1
22201,Cb Db E# F# G# Ab Bn,Db Cb Bn E# F# G# Ab,B15688B,01368,5-29,"(0, 0, 2, 2, 2, 0, 1)",1,2,2,1,3,1
22202,Cb Db E# F# G# Ab B#,Db Cb B# E# F# G# Ab,B156880,012578,6-18,"(0, 0, 2, 2, 2, 0, 2)",3,2,2,2,4,2
22210,Cb Db E# F# G# An Bb,Db Cb Bb E# F# G# An,B15689A,0134568,7-11,"(0, 0, 2, 2, 2, 1, 0)",4,4,4,4,4,1
22211,Cb Db E# F# G# An Bn,Db Cb Bn E# F# G# An,B15689B,013468,6-24,"(0, 0, 2, 2, 2, 1, 1)",2,3,3,3,3,1
22212,Cb Db E# F# G# An B#,Db Cb B# E# F# G# An,B156890,0124578,7-38,"(0, 0, 2, 2, 2, 1, 2)",4,3,4,4,4,2
22220,Cb Db E# F# G# A# Bb,Db Cb Bb E# F# G# A#,B1568AA,013568,6-25,"(0, 0, 2, 2, 2, 2, 0)",2,3,3,2,4,1
22221,Cb Db E# F# G# A# Bn,Db Cb Bn E# F# G# A#,B1568AB,013568,6-25,"(0, 0, 2, 2, 2, 2, 1)",2,3,3,2,4,1
22222,Cb Db E# F# G# A# B#,Db Cb B# E# F# G# A#,B1568A0,0123578,7-14,"(0, 0, 2, 2, 2, 2, 2)",4,4,3,3,5,2
100000,Cb Dn Eb Fb Gb Ab Bb,Dn Cb Bb Eb Fb Gb Ab,B23468A,0124689,7-30,"(0, 1, 0, 0, 0, 0, 0)",3,4,3,5,4,2
100001,Cb Dn Eb Fb Gb Ab Bn,Dn Cb Bn Eb Fb Gb Ab,B23468B,012469,6-46,"(0, 1, 0, 0, 0, 0, 1)",2,3,3,3,3,1
100002,Cb Dn Eb Fb Gb Ab B#,Dn Cb B# Eb Fb Gb Ab,B234680,0134579,7-26,"(0, 1, 0, 0, 0, 0, 2)",3,4,4,5,3,2
100010,Cb Dn Eb Fb Gb An Bb,Dn Cb Bb Eb Fb Gb An,B23469A,0125679,7-20,"(0, 1, 0, 0, 0, 1, 0)",4,3,3,4,5,2
100011,Cb Dn Eb Fb Gb An Bn,Dn Cb Bn Eb Fb Gb An,B23469B,012479,6-47,"(0, 1, 0, 0, 0, 1, 1)",2,3,3,2,4,1
100012,Cb Dn Eb Fb Gb An B#,Dn Cb B# Eb Fb Gb An,B234690,0234679,7-25,"(0, 1, 0, 0, 0, 1, 2)",3,4,5,3,4,2
100020,Cb Dn Eb Fb Gb A# Bb,Dn Cb Bb Eb Fb Gb A#,B2346AA,014568,6-16,"(0, 1, 0, 0, 0, 2, 0)",3,2,2,4,3,1
100021,Cb Dn Eb Fb Gb A# Bn,Dn Cb Bn Eb Fb Gb A#,B2346AB,014568,6-16,"(0, 1, 0, 0, 0, 2, 1)",3,2,2,4,3,1
100022,Cb Dn Eb Fb Gb A# B#,Dn Cb B# Eb Fb Gb A#,B2346A0,0124568,7-13,"(0, 1, 0, 0, 0, 2, 2)",4,4,3,5,3,2
100100,Cb Dn Eb Fb Gn Ab Bb,Dn Cb Bb Eb Fb Gn Ab,B23478A,0125689,7-22,"(0, 1, 0, 0, 1, 0, 0)",4,2,4,5,4,2
100101,Cb Dn Eb Fb Gn Ab Bn,Dn Cb Bn Eb Fb Gn Ab,B23478B,012569,6-44,"(0, 1, 0, 0, 1, 0, 1)",3,1,3,4,3,1
100102,Cb Dn Eb Fb Gn Ab B#,Dn Cb B# Eb Fb Gn Ab,B234780,0124589,7-21,"(0, 1, 0, 0, 1, 0, 2)",4,2,4,6,4,1
100110,Cb Dn Eb Fb Gn An Bb,Dn Cb Bb Eb Fb Gn An,B23479A,0125679,7-20,"(0, 1, 0, 0, 1, 1, 0)",4,3,3,4,5,2
100111,Cb Dn Eb Fb Gn An Bn,Dn Cb Bn Eb Fb Gn An,B23479B,012579,6-48,"(0, 1, 0, 0, 1, 1, 1)",2,3,2,3,4,1
100112,Cb Dn Eb Fb Gn An B#,Dn Cb B# Eb Fb Gn An,B234790,0124579,7-27,"(0, 1, 0, 0, 1, 1, 2)",3,4,4,4,5,1
100120,Cb Dn Eb Fb Gn A# Bb,Dn Cb Bb Eb Fb Gn A#,B2347AA,012569,6-44,"(0, 1, 0, 0, 1, 2, 0)",3,1,3,4,3,1
100121,Cb Dn Eb Fb Gn A# Bn,Dn Cb Bn Eb Fb Gn A#,B2347AB,012569,6-44,"(0, 1, 0, 0, 1, 2, 1)",3,1,3,4,3,1
100122,Cb Dn Eb Fb Gn A# B#,Dn Cb B# Eb Fb Gn A#,B2347A0,0124569,7-17,"(0, 1, 0, 0, 1, 2, 2)",4,3,4,5,4,1
100200,Cb Dn Eb Fb G# Ab Bb,Dn Cb Bb Eb Fb G# Ab,B23488A,012568,6-43,"(0, 1, 0, 0, 2, 0, 0)",3,2,2,3,3,2
100201,Cb Dn Eb Fb G# Ab Bn,Dn Cb Bn Eb Fb G# Ab,B23488B,01258,5-38,"(0, 1, 0, 0, 2, 0, 1)",2,1,2,2,2,1
100202,Cb Dn Eb Fb G# Ab B#,Dn Cb B# Eb Fb G# Ab,B234880,012458,6-15,"(0, 1, 0, 0, 2, 0, 2)",3,2,3,4,2,1
100210,Cb Dn Eb Fb G# An Bb,Dn Cb Bb Eb Fb G# An,B23489A,0123678,7-7,"(0, 1, 0, 0, 2, 1, 0)",5,3,2,3,5,3
100211,Cb Dn Eb Fb G# An Bn,Dn Cb Bn Eb Fb G# An,B23489B,012578,6-18,"(0, 1, 0, 0, 2, 1, 1)",3,2,2,2,4,2
100212,Cb Dn Eb Fb G# An B#,Dn Cb B# Eb Fb G# An,B234890,0124578,7-38,"(0, 1, 0, 0, 2, 1, 2)",4,3,4,4,4,2
100220,Cb Dn Eb Fb G# A# Bb,Dn Cb Bb Eb Fb G# A#,B2348AA,012568,6-43,"(0, 1, 0, 0, 2, 2, 0)",3,2,2,3,3,2
100221,Cb Dn Eb Fb G# A# Bn,Dn Cb Bn Eb Fb G# A#,B2348AB,012568,6-43,"(0, 1, 0, 0, 2, 2, 1)",3,2,2,3,3,2
100222,Cb Dn Eb Fb G# A# B#,Dn Cb B# Eb Fb G# A#,B2348A0,0124568,7-13,"(0, 1, 0, 0, 2, 2, 2)",4,4,3,5,3,2
101000,Cb Dn Eb Fn Gb Ab Bb,Dn Cb Bb Eb Fn Gb Ab,B23568A,0134689,7-32,"(0, 1, 0, 1, 0, 0, 0)",3,3,5,4,4,2
101001,Cb Dn Eb Fn Gb Ab Bn,Dn Cb Bn Eb Fn Gb Ab,B23568B,013469,6-27,"(0, 1, 0, 1, 0, 0, 1)",2,2,5,2,2,2
101002,Cb Dn Eb Fn Gb Ab B#,Dn Cb B# Eb Fn Gb Ab,B235680,0134679,7-31,"(0, 1, 0, 1, 0, 0, 2)",3,3,6,3,3,3
101010,Cb Dn Eb Fn Gb An Bb,Dn Cb Bb Eb Fn Gb An,B23569A,0125689,7-22,"(0, 1, 0, 1, 0, 1, 0)",4,2,4,5,4,2
101011,Cb Dn Eb Fn Gb An Bn,Dn Cb Bn Eb Fn Gb An,B23569B,013479,6-49,"(0, 1, 0, 1, 0, 1, 1)",2,2,4,3,2,2
101012,Cb Dn Eb Fn Gb An B#,Dn Cb B# Eb Fn Gb An,B235690,0134679,7-31,"(0, 1, 0, 1, 0, 1, 2)",3,3,6,3,3,3
101020,Cb Dn Eb Fn Gb A# Bb,Dn Cb Bb Eb Fn Gb A#,B2356AA,013478,6-19,"(0, 1, 0, 1, 0, 2, 0)",3,1,3,4,3,1
101021,Cb Dn Eb Fn Gb A# Bn,Dn Cb Bn Eb Fn Gb A#,B2356AB,013478,6-19,"(0, 1, 0, 1, 0, 2, 1)",3,1,3,4,3,1
101022,Cb Dn Eb Fn Gb A# B#,Dn Cb B# Eb Fn Gb A#,B2356A0,0124578,7-38,"(0, 1, 0, 1, 0, 2, 2)",4,3,4,4,4,2
101100,Cb Dn Eb Fn Gn Ab Bb,Dn Cb Bb Eb Fn Gn Ab,B23578A,0134689,7-32,"(0, 1, 0, 1, 1, 0, 0)",3,3,5,4,4,2
101101,Cb Dn Eb Fn Gn Ab Bn,Dn Cb Bn Eb Fn Gn Ab,B23578B,013569,6-28,"(0, 1, 0, 1, 1, 0, 1)",2,2,4,3,2,2
101102,Cb Dn Eb Fn Gn Ab B#,Dn Cb B# Eb Fn Gn Ab,B235780,0134689,7-32,"(0, 1, 0, 1, 1, 0, 2)",3,3,5,4,4,2
101110,Cb Dn Eb Fn Gn An Bb,Dn Cb Bb Eb Fn Gn An,B23579A,0124689,7-30,"(0, 1, 0, 1, 1, 1, 0)",3,4,3,5,4,2
101111,Cb Dn Eb Fn Gn An Bn,Dn Cb Bn Eb Fn Gn An,B23579B,013579,6-34,"(0, 1, 0, 1, 1, 1, 1)",1,4,2,4,2,2
101112,Cb Dn Eb Fn Gn An B#,Dn Cb B# Eb Fn Gn An,B235790,013468A,7-34,"(0, 1, 0, 1, 1, 1, 2)",2,5,4,4,4,2
101120,Cb Dn Eb Fn Gn A# Bb,Dn Cb Bb Eb Fn Gn A#,B2357AA,014579,6-31,"(0, 1, 0, 1, 1, 2, 0)",2,2,3,4,3,1
101121,Cb Dn Eb Fn Gn A# Bn,Dn Cb Bn Eb Fn Gn A#,B2357AB,014579,6-31,"(0, 1, 0, 1, 1, 2, 1)",2,2,3,4,3,1
101122,Cb Dn Eb Fn Gn A# B#,Dn Cb B# Eb Fn Gn A#,B2357A0,0124579,7-27,"(0, 1, 0, 1, 1, 2, 2)",3,4,4,4,5,1
101200,Cb Dn Eb Fn G# Ab Bb,Dn Cb Bb Eb Fn G# Ab,B23588A,023679,6-Z29,"(0, 1, 0, 1, 2, 0, 0)",2,2,4,2,3,2
101201,Cb Dn Eb Fn G# Ab Bn,Dn Cb Bn Eb Fn G# Ab,B23588B,01369,5-31,"(0, 1, 0, 1, 2, 0, 1)",1,1,4,1,1,2
101202,Cb Dn Eb Fn G# Ab B#,Dn Cb B# Eb Fn G# Ab,B235880,013469,6-27,"(0, 1, 0, 1, 2, 0, 2)",2,2,5,2,2,2
101210,Cb Dn Eb Fn G# An Bb,Dn Cb Bb Eb Fn G# An,B23589A,0123679,7-19,"(0, 1, 0, 1, 2, 1, 0)",4,3,4,3,4,3
101211,Cb Dn Eb Fn G# An Bn,Dn Cb Bn Eb Fn G# An,B23589B,013679,6-30,"(0, 1, 0, 1, 2, 1, 1)",2,2,4,2,2,3
101212,Cb Dn Eb Fn G# An B#,Dn Cb B# Eb Fn G# An,B235890,0134679,7-31,"(0, 1, 0, 1, 2, 1, 2)",3,3,6,3,3,3
101220,Cb Dn Eb Fn G# A# Bb,Dn Cb Bb Eb Fn G# A#,B2358AA,023679,6-Z29,"(0, 1, 0, 1, 2, 2, 0)",2,2,4,2,3,2
101221,Cb Dn Eb Fn G# A# Bn,Dn Cb Bn Eb Fn G# A#,B2358AB,023679,6-Z29,"(0, 1, 0, 1, 2, 2, 1)",2,2,4,2,3,2
101222,Cb Dn Eb Fn G# A# B#,Dn Cb B# Eb Fn G# A#,B2358A0,0234679,7-25,"(0, 1, 0, 1, 2, 2, 2)",3,4,5,3,4,2
102000,Cb Dn Eb F# Gb Ab Bb,Dn Cb Bb Eb F# Gb Ab,B23668A,014579,6-31,"(0, 1, 0, 2, 0, 0, 0)",2,2,3,4,3,1
102001,Cb Dn Eb F# Gb Ab Bn,Dn Cb Bn Eb F# Gb Ab,B23668B,01469,5-32,"(0, 1, 0, 2, 0, 0, 1)",1,1,3,2,2,1
102002,Cb Dn Eb F# Gb Ab B#,Dn Cb B# Eb F# Gb Ab,B236680,013479,6-49,"(0, 1, 0, 2, 0, 0, 2)",2,2,4,3,2,2
102010,Cb Dn Eb F# Gb An Bb,Dn Cb Bb Eb F# Gb An,B23669A,012569,6-44,"(0, 1, 0, 2, 0, 1, 0)",3,1,3,4,3,1
102011,Cb Dn Eb F# Gb An Bn,Dn Cb Bn Eb F# Gb An,B23669B,01469,5-32,"(0, 1, 0, 2, 0, 1, 1)",1,1,3,2,2,1
102012,Cb Dn Eb F# Gb An B#,Dn Cb B# Eb F# Gb An,B236690,013469,6-27,"(0, 1, 0, 2, 0, 1, 2)",2,2,5,2,2,2
102020,Cb Dn Eb F# Gb A# Bb,Dn Cb Bb Eb F# Gb A#,B2366AA,01458,5-21,"(0, 1, 0, 2, 0, 2, 0)",2,0,2,4,2,0
102021,Cb Dn Eb F# Gb A# Bn,Dn Cb Bn Eb F# Gb A#,B2366AB,01458,5-21,"(0, 1, 0, 2, 0, 2, 1)",2,0,2,4,2,0
102022,Cb Dn Eb F# Gb A# B#,Dn Cb B# Eb F# Gb A#,B2366A0,012458,6-15,"(0, 1, 0, 2, 0, 2, 2)",3,2,3,4,2,1
102100,Cb Dn Eb F# Gn Ab Bb,Dn Cb Bb Eb F# Gn Ab,B23678A,0124589,7-21,"(0, 1, 0, 2, 1, 0, 0)",4,2,4,6,4,1
102101,Cb Dn Eb F# Gn Ab Bn,Dn Cb Bn Eb F# Gn Ab,B23678B,012569,6-44,"(0, 1, 0, 2, 1, 0, 1)",3,1,3,4,3,1
102102,Cb Dn Eb F# Gn Ab B#,Dn Cb B# Eb F# Gn Ab,B236780,0125689,7-22,"(0, 1, 0, 2, 1, 0, 2)",4,2,4,5,4,2
102110,Cb Dn Eb F# Gn An Bb,Dn Cb Bb Eb F# Gn An,B23679A,0124589,7-21,"(0, 1, 0, 2, 1, 1, 0)",4,2,4,6,4,1
102111,Cb Dn Eb F# Gn An Bn,Dn Cb Bn Eb F# Gn An,B23679B,014579,6-31,"(0, 1, 0, 2, 1, 1, 1)",2,2,3,4,3,1
102112,Cb Dn Eb F# Gn An B#,Dn Cb B# Eb F# Gn An,B236790,0134689,7-32,"(0, 1, 0, 2, 1, 1, 2)",3,3,5,4,4,2
102120,Cb Dn Eb F# Gn A# Bb,Dn Cb Bb Eb F# Gn A#,B2367AA,014589,6-20,"(0, 1, 0, 2, 1, 2, 0)",3,0,3,6,3,0
102121,Cb Dn Eb F# Gn A# Bn,Dn Cb Bn Eb F# Gn A#,B2367AB,014589,6-20,"(0, 1, 0, 2, 1, 2, 1)",3,0,3,6,3,0
102122,Cb Dn Eb F# Gn A# B#,Dn Cb B# Eb F# Gn A#,B2367A0,0124589,7-21,"(0, 1, 0, 2, 1, 2, 2)",4,2,4,6,4,1
102200,Cb Dn Eb F# G# Ab Bb,Dn Cb Bb Eb F# G# Ab,B23688A,014579,6-31,"(0, 1, 0, 2, 2, 0, 0)",2,2,3,4,3,1
102201,Cb Dn Eb F# G# Ab Bn,Dn Cb Bn Eb F# G# Ab,B23688B,01469,5-32,"(0, 1, 0, 2, 2, 0, 1)",1,1,3,2,2,1
